record_id,record_grain,circle,circle_short_name,region_name,state_name,city_name,pr_created_by,project_name,sub_project_name,project_id,site_id,site_name,site_type,technology,budget_category_name,natural_account,po_number,po_line_id,line_number,po_type,po_status,vendor_id,vendor_name,buyer_name,project_manager_name,po_date,delivery_start_date,delivery_end_date,need_by_date,promised_date,payment_terms,po_description,item_code,item_description,material_service,item_head,item_sub,item_sub_sub,uom,unit_price_inr,quantity_ordered,quantity_received_line_total,quantity_cancelled_line_total,quantity_billed_to_date,quantity_open_line_total,po_line_amount_inr,received_amount_line_total_inr,billed_amount_to_date_inr,open_po_amount_inr,line_closure_status,shipment_line_status_code,fulfilment_event_number,receipt_type,grn_service_entry_number,grn_service_entry_date,event_received_quantity,event_accepted_quantity,event_rejected_quantity,event_receipt_amount_inr,receipt_status,inspection_status,rfai_date,isq_short_status,isq_milestone,invoice_number,invoice_date,invoice_quantity,invoice_basic_amount_inr,invoice_tax_amount_inr,invoice_total_amount_inr,invoice_status,three_way_match_status,hold_reason,payment_status,payment_date,po_ageing_days,po_ageing_slab,delivery_delay_days,rfai_ageing_days,rfai_ageing_slab,invoice_ageing_days,invoice_ageing_slab,receipt_completion_pct,billing_completion_pct,delayed_po_flag,invoice_without_receipt_flag,overbilling_flag,closure_readiness_flag,wcc_status,amendment_status,as_of_date
REC-000255,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Site Power Modernization,Phase 2 Rural,PRJ-POWER-UPGRADE-TN-2025,TN-COI-6083,Coimbatore Site 6083,Rooftop Tower,4G/5G,CAPEX,610140,PO-2025-00053,PO-2025-00053-002,2,Service,Partially Fulfilled,V003,Skyline Passive Infra Solutions,Priya Iyer,Vikram Singh,2025-08-20,2025-09-14,2026-01-04,2025-10-17,2025-10-28,45 days from invoice,Service PO for Tower foundation and civil works at Coimbatore Site 6083,SRV-CIVIL-FOUND,Tower foundation and civil works,Service,Civil Works,Foundation,Tower Foundation,LOT,707800,2,1.54,0,0,0.46,1415600,1090012.0,0,325588.0,Partially Fulfilled,Partially Fulfilled,1,Service Entry Sheet,SES-2025-000255,2025-11-03,0.96,0.96,0.0,679488.0,Accepted,Passed,2025-11-02,Completed,Milestone Certified,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,330,>180 days,6,256,>180 days,,,77.0,0.0,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000256,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Site Power Modernization,Phase 2 Rural,PRJ-POWER-UPGRADE-TN-2025,TN-COI-6083,Coimbatore Site 6083,Rooftop Tower,4G/5G,CAPEX,610140,PO-2025-00053,PO-2025-00053-002,2,Service,Partially Fulfilled,V003,Skyline Passive Infra Solutions,Priya Iyer,Vikram Singh,2025-08-20,2025-09-14,2026-01-04,2025-10-17,2025-10-28,45 days from invoice,Service PO for Tower foundation and civil works at Coimbatore Site 6083,SRV-CIVIL-FOUND,Tower foundation and civil works,Service,Civil Works,Foundation,Tower Foundation,LOT,707800,2,1.54,0,0,0.46,1415600,1090012.0,0,325588.0,Partially Fulfilled,Partially Fulfilled,2,Service Entry Sheet,SES-2025-000256,2025-12-25,0.58,0.58,0.0,410524.0,Accepted,Passed,2025-12-23,Completed,Work Completion Confirmed,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,330,>180 days,58,205,>180 days,,,77.0,0.0,Y,N,N,N,Approved,No Amendment,2026-07-16
REC-000257,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Site Power Modernization,Phase 2 Rural,PRJ-POWER-UPGRADE-TN-2025,TN-COI-1170,Coimbatore Site 1170,Pole Site,5G,CAPEX,610140,PO-2025-00053,PO-2025-00053-003,3,Service,Fully Fulfilled,V003,Skyline Passive Infra Solutions,Priya Iyer,Vikram Singh,2025-08-20,2025-09-14,2026-01-04,2025-09-21,2025-10-06,45 days from invoice,Service PO for Electrical power integration and testing at Coimbatore Site 1170,SRV-POWER,Electrical power integration and testing,Service,Installation Services,Power Integration,Electrical Integration,SITE,84400,15,15.0,0,0,0,1266000,1266000.0,0,0,Fully Fulfilled,Fully Fulfilled,1,Service Entry Sheet,SES-2025-000257,2025-08-27,9.41,9.41,0.0,794204.0,Accepted,Passed,2025-08-25,Accepted,Service Entry Approved,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,330,>180 days,-40,325,>180 days,,,100.0,0.0,N,N,N,N,Not Required,No Amendment,2026-07-16
REC-000258,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Site Power Modernization,Phase 2 Rural,PRJ-POWER-UPGRADE-TN-2025,TN-COI-1170,Coimbatore Site 1170,Pole Site,5G,CAPEX,610140,PO-2025-00053,PO-2025-00053-003,3,Service,Fully Fulfilled,V003,Skyline Passive Infra Solutions,Priya Iyer,Vikram Singh,2025-08-20,2025-09-14,2026-01-04,2025-09-21,2025-10-06,45 days from invoice,Service PO for Electrical power integration and testing at Coimbatore Site 1170,SRV-POWER,Electrical power integration and testing,Service,Installation Services,Power Integration,Electrical Integration,SITE,84400,15,15.0,0,3.73,0,1266000,1266000.0,314812.0,0,Fully Fulfilled,Fully Fulfilled,2,Service Entry Sheet,SES-2025-000258,2025-12-21,4.66,4.66,0.0,393304.0,Accepted,Passed,2025-12-19,Closed,Service Entry Approved,INV-V003-2026-000258,2026-01-23,3.73,314812.0,56666.16,371478.16,Booked,Matched,,Overdue,,330,>180 days,76,209,>180 days,174,91-180 days,100.0,24.87,N,N,N,N,Submitted,No Amendment,2026-07-16
REC-000259,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Site Power Modernization,Phase 2 Rural,PRJ-POWER-UPGRADE-TN-2025,TN-COI-1170,Coimbatore Site 1170,Pole Site,5G,CAPEX,610140,PO-2025-00053,PO-2025-00053-003,3,Service,Fully Fulfilled,V003,Skyline Passive Infra Solutions,Priya Iyer,Vikram Singh,2025-08-20,2025-09-14,2026-01-04,2025-09-21,2025-10-06,45 days from invoice,Service PO for Electrical power integration and testing at Coimbatore Site 1170,SRV-POWER,Electrical power integration and testing,Service,Installation Services,Power Integration,Electrical Integration,SITE,84400,15,15.0,0,4.32,0,1266000,1266000.0,364608.0,0,Fully Fulfilled,Fully Fulfilled,3,Service Entry Sheet,SES-2025-000259,2025-11-05,0.93,0.9,0.03,75960.0,Partially Accepted,Passed with Rejection,2025-11-05,Closed,Work Completion Confirmed,INV-V003-2025-000259,2025-11-28,0.59,49796.0,8963.28,58759.28,Approved,Matched,,Overdue,,330,>180 days,30,253,>180 days,230,>180 days,100.0,28.8,N,N,N,Y,Submitted,No Amendment,2026-07-16
REC-000260,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Site Power Modernization,Phase 2 Rural,PRJ-POWER-UPGRADE-TN-2025,TN-COI-8055,Coimbatore Site 8055,Ground Based Tower,5G,CAPEX,610140,PO-2025-00053,PO-2025-00053-004,4,Service,Partially Fulfilled,V003,Skyline Passive Infra Solutions,Priya Iyer,Vikram Singh,2025-08-20,2025-09-14,2026-01-04,2025-11-27,2025-12-02,45 days from invoice,Service PO for Optical fibre trenching and laying at Coimbatore Site 8055,SRV-OFC-LAY,Optical fibre trenching and laying,Service,Network Services,Fibre Deployment,OFC Laying,KM,70900,71,23.11,0.00,9.16,47.89,5033900,1638499.00,649444.00,3395401.00,Partially Fulfilled,Partially Fulfilled,1,Service Entry Sheet,SES-2025-000260,2025-12-05,23.11,23.11,0.00,1638499.00,Accepted,Passed,2025-11-08,Completed,Service Entry Approved,INV-V003-2026-000260,2026-01-03,9.16,649444.00,116899.92,766343.92,On Hold,Matched,,On Hold,,330,>180 days,-19,250,>180 days,194,>180 days,32.55,12.90,Y,N,N,N,Pending,No Amendment,2026-07-16
REC-000261,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Site Power Modernization,Phase 2 Rural,PRJ-POWER-UPGRADE-TN-2025,TN-COI-8055,Coimbatore Site 8055,Ground Based Tower,5G,CAPEX,610140,PO-2025-00053,PO-2025-00053-004,4,Service,Partially Fulfilled,V003,Skyline Passive Infra Solutions,Priya Iyer,Vikram Singh,2025-08-20,2025-09-14,2026-01-04,2025-11-27,2025-12-02,45 days from invoice,Service PO for Optical fibre trenching and laying at Coimbatore Site 8055,SRV-OFC-LAY,Optical fibre trenching and laying,Service,Network Services,Fibre Deployment,OFC Laying,KM,70900,71,23.11,0.00,9.16,47.89,5033900,1638499.00,649444.00,3395401.00,Partially Fulfilled,Partially Fulfilled,2,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,330,>180 days,30,,,,,32.55,12.90,Y,N,N,N,Not Required,Amended,2026-07-16
REC-000262,PO_LINE_FULFILMENT_ALLOCATION,West Bengal,WB,East,West Bengal,Siliguri,Priya Iyer,West Bengal New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-WB-2026,WB-SIL-8588,Siliguri Site 8588,Small Cell,4G,CAPEX,610140,PO-2026-00054,PO-2026-00054-001,1,Supply,Partially Fulfilled,V002,Bharat Tower Engineering Ltd,Priya Iyer,Kavita Joshi,2026-01-11,2026-02-02,2026-04-12,2026-02-09,2026-02-20,90 days from invoice,Supply PO for 5G Remote Radio Unit at Siliguri Site 8588,MAT-RRU-5G,5G Remote Radio Unit,Material,Active Equipment,Radio Equipment,5G RRU,EA,215700,23,18.43,0,0.85,4.57,4961100,3975351.0,183345.0,985749.0,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2026-000262,2026-03-17,1.19,1.12,0.07,241584.0,Partially Accepted,Passed with Rejection,2026-03-12,Closed,Installation Completed,INV-V002-2026-000262,2026-03-18,0.85,183345.0,33002.1,216347.1,Approved,Price Variance,,Overdue,,186,>180 days,25,126,91-180 days,120,91-180 days,80.13,3.7,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000263,PO_LINE_FULFILMENT_ALLOCATION,West Bengal,WB,East,West Bengal,Siliguri,Priya Iyer,West Bengal New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-WB-2026,WB-SIL-8588,Siliguri Site 8588,Small Cell,4G,CAPEX,610140,PO-2026-00054,PO-2026-00054-001,1,Supply,Partially Fulfilled,V002,Bharat Tower Engineering Ltd,Priya Iyer,Kavita Joshi,2026-01-11,2026-02-02,2026-04-12,2026-02-09,2026-02-20,90 days from invoice,Supply PO for 5G Remote Radio Unit at Siliguri Site 8588,MAT-RRU-5G,5G Remote Radio Unit,Material,Active Equipment,Radio Equipment,5G RRU,EA,215700,23,18.43,0,3.62,4.57,4961100,3975351.0,780834.0,985749.0,Partially Fulfilled,Partially Fulfilled,2,GRN,GRN-2026-000263,2026-02-04,3.0,2.92,0.08,629844.0,Partially Accepted,Passed with Rejection,2026-02-04,Closed,Commissioning Complete,INV-V002-2026-000263,2026-03-17,2.77,597489.0,107548.02,705037.02,Approved,Matched,,Overdue,,186,>180 days,-16,162,91-180 days,121,91-180 days,80.13,15.74,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000264,PO_LINE_FULFILMENT_ALLOCATION,West Bengal,WB,East,West Bengal,Siliguri,Priya Iyer,West Bengal New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-WB-2026,WB-SIL-8588,Siliguri Site 8588,Small Cell,4G,CAPEX,610140,PO-2026-00054,PO-2026-00054-001,1,Supply,Partially Fulfilled,V002,Bharat Tower Engineering Ltd,Priya Iyer,Kavita Joshi,2026-01-11,2026-02-02,2026-04-12,2026-02-09,2026-02-20,90 days from invoice,Supply PO for 5G Remote Radio Unit at Siliguri Site 8588,MAT-RRU-5G,5G Remote Radio Unit,Material,Active Equipment,Radio Equipment,5G RRU,EA,215700,23,18.43,0,15.57,4.57,4961100,3975351.0,3358449.0,985749.0,Partially Fulfilled,Partially Fulfilled,3,GRN,GRN-2026-000264,2026-03-07,14.24,14.24,0.0,3071568.0,Accepted,Passed,2026-03-03,Accepted,Site Acceptance,INV-V002-2026-000264,2026-04-11,11.95,2577615.0,463970.7,3041585.7,On Hold,Matched,Tax validation pending,On Hold,,186,>180 days,15,135,91-180 days,96,91-180 days,80.13,67.7,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000265,PO_LINE_FULFILMENT_ALLOCATION,West Bengal,WB,East,West Bengal,Siliguri,Priya Iyer,West Bengal New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-WB-2026,WB-SIL-7726,Siliguri Site 7726,Pole Site,5G,CAPEX,610140,PO-2026-00054,PO-2026-00054-002,2,Supply,Fully Fulfilled,V002,Bharat Tower Engineering Ltd,Priya Iyer,Kavita Joshi,2026-01-11,2026-02-02,2026-04-12,2026-04-10,2026-04-18,90 days from invoice,Supply PO for 15 kVA Diesel Generator at Siliguri Site 7726,MAT-DG-15KVA,15 kVA Diesel Generator,Material,Power Equipment,Backup Power,Diesel Generator,EA,284300,11,11.0,0,10.38,0,3127300,3127300.0,2951034.0,0,Fully Fulfilled,Fully Fulfilled,1,GRN,GRN-2026-000265,2026-04-21,11.0,11.0,0.0,3127300.0,Accepted,Passed,2026-04-20,Closed,Installation Completed,INV-V002-2026-000265,2026-05-26,10.38,2951034.0,531186.12,3482220.12,Booked,Matched,,Due,,186,>180 days,3,87,61-90 days,51,31-60 days,100.0,94.36,N,N,N,N,Not Required,No Amendment,2026-07-16
REC-000266,PO_LINE_FULFILMENT_ALLOCATION,West Bengal,WB,East,West Bengal,Siliguri,Priya Iyer,West Bengal New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-WB-2026,WB-SIL-4218,Siliguri Site 4218,Ground Based Tower,4G/5G,CAPEX,610140,PO-2026-00054,PO-2026-00054-003,3,Supply,Finally Closed,V002,Bharat Tower Engineering Ltd,Priya Iyer,Kavita Joshi,2026-01-11,2026-02-02,2026-04-12,2026-02-07,2026-02-22,90 days from invoice,Supply PO for 48V Telecom Rectifier System at Siliguri Site 4218,MAT-RECT-48V,48V Telecom Rectifier System,Material,Power Equipment,DC Power,Rectifier,EA,103200,18,18.0,0,11.81,0,1857600,1857600.0,1218792.0,0,Fully Fulfilled,Fully Fulfilled,1,GRN,GRN-2026-000266,2026-03-20,18.0,18.0,0.0,1857600.0,Accepted,Passed,2026-03-17,Completed,Installation Completed,INV-V002-2026-000266,2026-03-29,11.81,1218792.0,219382.56,1438174.56,Paid,Matched,,Paid,2026-05-24,186,>180 days,26,121,91-180 days,109,91-180 days,100.0,65.61,N,N,N,Y,Not Required,No Amendment,2026-07-16
REC-000267,PO_LINE_FULFILMENT_ALLOCATION,West Bengal,WB,East,West Bengal,Siliguri,Priya Iyer,West Bengal New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-WB-2026,WB-SIL-6332,Siliguri Site 6332,Small Cell,Transmission,CAPEX,610140,PO-2026-00054,PO-2026-00054-004,4,Supply,Finally Closed,V002,Bharat Tower Engineering Ltd,Priya Iyer,Kavita Joshi,2026-01-11,2026-02-02,2026-04-12,2026-03-02,2026-03-05,90 days from invoice,Supply PO for 24 Core Optical Fibre Cable at Siliguri Site 6332,MAT-FIBER-24C,24 Core Optical Fibre Cable,Material,Transmission,Optical Fibre,24C OFC,KM,66800,12,12.0,0,7.63,0,801600,801600.0,509684.0,0,Fully Fulfilled,Fully Fulfilled,1,GRN,GRN-2026-000267,2026-01-31,8.68,8.02,0.66,535736.0,Partially Accepted,Passed with Rejection,2026-01-28,Completed,Material Delivered,INV-V002-2026-000267,2026-03-10,7.63,509684.0,91743.12,601427.12,Paid,Matched,,Paid,2026-04-21,186,>180 days,-33,169,91-180 days,128,91-180 days,100.0,63.58,N,N,N,Y,Not Required,No Amendment,2026-07-16
REC-000268,PO_LINE_FULFILMENT_ALLOCATION,West Bengal,WB,East,West Bengal,Siliguri,Priya Iyer,West Bengal New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-WB-2026,WB-SIL-6332,Siliguri Site 6332,Small Cell,Transmission,CAPEX,610140,PO-2026-00054,PO-2026-00054-004,4,Supply,Fully Fulfilled,V002,Bharat Tower Engineering Ltd,Priya Iyer,Kavita Joshi,2026-01-11,2026-02-02,2026-04-12,2026-03-02,2026-03-05,90 days from invoice,Supply PO for 24 Core Optical Fibre Cable at Siliguri Site 6332,MAT-FIBER-24C,24 Core Optical Fibre Cable,Material,Transmission,Optical Fibre,24C OFC,KM,66800,12,12.0,0,10.94,0,801600,801600.0,730792.0,0,Fully Fulfilled,Fully Fulfilled,2,GRN,GRN-2026-000268,2026-02-13,3.32,3.32,0.0,221776.0,Accepted,Passed,2026-02-12,Completed,Material Delivered,INV-V002-2026-000268,2026-03-08,3.31,221108.0,39799.44,260907.44,On Hold,Matched,Rate variance,On Hold,,186,>180 days,-20,154,91-180 days,130,91-180 days,100.0,91.17,N,N,N,N,Not Required,Amended,2026-07-16
REC-000269,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Ahmedabad,Rohit Menon,Gujarat 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-GJ-2025,GJ-AHM-3347,Ahmedabad Site 3347,IBS,Transmission,CAPEX,540320,PO-2025-00055,PO-2025-00055-001,1,Supply,Open,V010,Pioneer Telecom Logistics,Rohit Menon,Arjun Patel,2025-12-01,2025-12-22,2026-05-16,2026-02-07,2026-02-19,30 days from invoice,Supply PO for 5G Remote Radio Unit at Ahmedabad Site 3347,MAT-RRU-5G,5G Remote Radio Unit,Material,Active Equipment,Radio Equipment,5G RRU,EA,175400,7,0,1.26,0,5.74,1227800,0,0,1006796.0,Open,Open,1,GRN,,,0,0,0,0,Not Received,Not Applicable,,Not Started,PO Released,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,227,>180 days,147,,,,,0.0,0.0,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000270,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Ahmedabad,Rohit Menon,Gujarat 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-GJ-2025,GJ-AHM-1548,Ahmedabad Site 1548,Rooftop Tower,4G/5G,CAPEX,540320,PO-2025-00055,PO-2025-00055-002,2,Supply,Fully Fulfilled,V010,Pioneer Telecom Logistics,Rohit Menon,Arjun Patel,2025-12-01,2025-12-22,2026-05-16,2025-12-31,2026-01-01,30 days from invoice,Supply PO for 48V Telecom Rectifier System at Ahmedabad Site 1548,MAT-RECT-48V,48V Telecom Rectifier System,Material,Power Equipment,DC Power,Rectifier,EA,173700,20,20.0,0,2.08,0,3474000,3474000.0,361296.0,0,Fully Fulfilled,Fully Fulfilled,1,GRN,GRN-2026-000270,2026-01-05,2.68,2.68,0.0,465516.0,Accepted,Passed,2026-01-02,Accepted,Installation Completed,INV-V010-2026-000270,2026-01-17,2.08,361296.0,65033.28,426329.28,Booked,Matched,,Overdue,,227,>180 days,4,195,>180 days,180,91-180 days,100.0,10.4,N,N,N,N,Not Required,No Amendment,2026-07-16
REC-000271,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Ahmedabad,Rohit Menon,Gujarat 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-GJ-2025,GJ-AHM-1548,Ahmedabad Site 1548,Rooftop Tower,4G/5G,CAPEX,540320,PO-2025-00055,PO-2025-00055-002,2,Supply,Finally Closed,V010,Pioneer Telecom Logistics,Rohit Menon,Arjun Patel,2025-12-01,2025-12-22,2026-05-16,2025-12-31,2026-01-01,30 days from invoice,Supply PO for 48V Telecom Rectifier System at Ahmedabad Site 1548,MAT-RECT-48V,48V Telecom Rectifier System,Material,Power Equipment,DC Power,Rectifier,EA,173700,20,20.0,0,17.1,0,3474000,3474000.0,2970270.0,0,Fully Fulfilled,Fully Fulfilled,2,GRN,GRN-2025-000271,2025-12-08,17.32,16.91,0.41,2937267.0,Partially Accepted,Passed with Rejection,2025-12-04,Closed,Site Acceptance,INV-V010-2025-000271,2025-12-24,15.02,2608974.0,469615.32,3078589.32,Paid,Matched,,Paid,2026-01-22,227,>180 days,-24,224,>180 days,204,>180 days,100.0,85.5,N,N,N,Y,Not Required,No Amendment,2026-07-16
REC-000272,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Ahmedabad,Rohit Menon,Gujarat 4G Capacity Densification,Priority Sites,PRJ-4G-DENS-GJ-2025,GJ-AHM-1962,Ahmedabad Site 1962,Pole Site,4G,CAPEX,540320,PO-2025-00055,PO-2025-00055-003,3,Supply,Partially Fulfilled,V010,Pioneer Telecom Logistics,Rohit Menon,Arjun Patel,2025-12-01,2025-12-22,2026-05-16,2026-01-27,2026-01-28,30 days from invoice,Supply PO for Lithium-Ion Battery Bank at Ahmedabad Site 1962,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,211400,37,30.37,0,29.63,6.63,7821800,6420218.0,6263782.0,1401582.0,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2026-000272,2026-01-01,30.37,30.37,0.0,6420218.0,Accepted,Passed,2026-01-01,Accepted,Installation Completed,INV-V010-2026-000272,2026-01-14,29.63,6263782.0,1127480.76,7391262.76,Approved,Matched,,Overdue,,227,>180 days,-27,196,>180 days,183,>180 days,82.08,80.08,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000273,PO_LINE_FULFILMENT_ALLOCATION,Madhya Pradesh,MP,Central,Madhya Pradesh,Gwalior,Priya Iyer,Madhya Pradesh 4G Capacity Densification,Phase 2 Rural,PRJ-4G-DENS-MP-2026,MP-GWA-5268,Gwalior Site 5268,Ground Based Tower,4G/5G,CAPEX,540210,PO-2026-00056,PO-2026-00056-001,1,Service,Open,V007,Orbit Fibre Networks Ltd,Priya Iyer,Rahul Deshmukh,2026-02-15,2026-03-06,2026-06-29,2026-06-20,2026-06-22,45 days from invoice,Service PO for Optical fibre trenching and laying at Gwalior Site 5268,SRV-OFC-LAY,Optical fibre trenching and laying,Service,Network Services,Fibre Deployment,OFC Laying,KM,129100,9,0,2.16,0,6.84,1161900,0,0,883044.0,Open,Open,1,Service Entry Sheet,,,0,0,0,0,Not Received,Not Applicable,,Not Started,PO Released,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,151,91-180 days,24,,,,,0.0,0.0,Y,N,N,N,Submitted,Under Amendment,2026-07-16
REC-000274,PO_LINE_FULFILMENT_ALLOCATION,West Bengal,WB,East,West Bengal,Kolkata,Neha Kulkarni,West Bengal Site Power Modernization,Priority Sites,PRJ-POWER-UPGRADE-WB-2025,WB-KOL-2736,Kolkata Site 2736,Pole Site,4G,CAPEX,730110,PO-2025-00057,PO-2025-00057-001,1,Supply,Open,V010,Pioneer Telecom Logistics,Neha Kulkarni,Kavita Joshi,2025-09-22,2025-10-16,2026-04-13,2025-11-01,2025-11-13,45 days from invoice,Supply PO for Outdoor Telecom Cabinet at Kolkata Site 2736,MAT-ODC,Outdoor Telecom Cabinet,Material,Passive Equipment,Shelter,Outdoor Cabinet,EA,179300,2,0.00,0.00,0.00,2.00,358600,0.00,0.00,358600.00,Open - Unfulfilled,Open - Unfulfilled,1,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,297,>180 days,245,,,,,0.00,0.00,Y,N,N,N,Not Required,Amended,2026-07-16
REC-000275,PO_LINE_FULFILMENT_ALLOCATION,West Bengal,WB,East,West Bengal,Kolkata,Neha Kulkarni,West Bengal Site Power Modernization,Priority Sites,PRJ-POWER-UPGRADE-WB-2025,WB-KOL-2736,Kolkata Site 2736,Pole Site,4G,CAPEX,730110,PO-2025-00057,PO-2025-00057-001,1,Supply,Open,V010,Pioneer Telecom Logistics,Neha Kulkarni,Kavita Joshi,2025-09-22,2025-10-16,2026-04-13,2025-11-01,2025-11-13,45 days from invoice,Supply PO for Outdoor Telecom Cabinet at Kolkata Site 2736,MAT-ODC,Outdoor Telecom Cabinet,Material,Passive Equipment,Shelter,Outdoor Cabinet,EA,179300,2,0.00,0.00,0.00,2.00,358600,0.00,0.00,358600.00,Open - Unfulfilled,Open - Unfulfilled,2,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,297,>180 days,-45,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000276,PO_LINE_FULFILMENT_ALLOCATION,West Bengal,WB,East,West Bengal,Kolkata,Neha Kulkarni,West Bengal Site Power Modernization,Priority Sites,PRJ-POWER-UPGRADE-WB-2025,WB-KOL-2736,Kolkata Site 2736,Pole Site,4G,CAPEX,730110,PO-2025-00057,PO-2025-00057-001,1,Supply,Open,V010,Pioneer Telecom Logistics,Neha Kulkarni,Kavita Joshi,2025-09-22,2025-10-16,2026-04-13,2025-11-01,2025-11-13,45 days from invoice,Supply PO for Outdoor Telecom Cabinet at Kolkata Site 2736,MAT-ODC,Outdoor Telecom Cabinet,Material,Passive Equipment,Shelter,Outdoor Cabinet,EA,179300,2,0.00,0.00,0.00,2.00,358600,0.00,0.00,358600.00,Open - Unfulfilled,Open - Unfulfilled,3,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,297,>180 days,20,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000277,PO_LINE_FULFILMENT_ALLOCATION,West Bengal,WB,East,West Bengal,Kolkata,Neha Kulkarni,West Bengal Site Power Modernization,Priority Sites,PRJ-POWER-UPGRADE-WB-2025,WB-KOL-2736,Kolkata Site 2736,Pole Site,4G,CAPEX,730110,PO-2025-00057,PO-2025-00057-001,1,Supply,Open,V010,Pioneer Telecom Logistics,Neha Kulkarni,Kavita Joshi,2025-09-22,2025-10-16,2026-04-13,2025-11-01,2025-11-13,45 days from invoice,Supply PO for Outdoor Telecom Cabinet at Kolkata Site 2736,MAT-ODC,Outdoor Telecom Cabinet,Material,Passive Equipment,Shelter,Outdoor Cabinet,EA,179300,2,0.00,0.00,0.00,2.00,358600,0.00,0.00,358600.00,Open - Unfulfilled,Open - Unfulfilled,4,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,297,>180 days,245,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
